timestamp,camera,ball_detected,ball_x,ball_y,ball_area,tag4_detected,tag4_x,tag4_y,tag5_detected,tag5_x,tag5_y
1763881011.329,kreo1,True,772,594,856,False,,,True,821,435
1763881011.338,kreo2,True,587,365,282,False,,,True,500,448
1763881011.368,kreo1,True,772,594,854,False,,,True,821,435
1763881011.461,kreo1,True,772,594,856,False,,,False,,
1763881011.529,kreo1,True,771,594,880,False,,,True,822,435
1763881011.566,kreo1,True,771,594,868,False,,,True,821,435
1763881011.407,kreo2,True,586,366,360,True,423,460,True,500,448
1763881011.605,kreo1,True,771,593,852,False,,,True,821,435
1763881011.641,kreo2,True,587,366,310,False,,,True,500,448
1763881011.694,kreo2,True,584,365,358,False,,,False,,
1763881011.725,kreo2,True,587,365,292,False,,,True,500,448
1763881011.758,kreo2,True,584,366,420,False,,,True,500,448
1763881011.791,kreo2,True,587,365,276,False,,,False,,
1763881011.665,kreo1,True,771,595,852,False,,,True,821,435
1763881011.822,kreo1,True,772,594,864,False,,,False,,
1763881011.854,kreo1,True,772,594,858,False,,,True,821,435
1763881011.890,kreo1,True,771,594,882,False,,,True,821,435
1763881011.926,kreo1,True,772,594,860,False,,,False,,
1763881011.827,kreo2,True,584,366,372,False,,,True,500,448
1763881011.957,kreo1,True,771,594,884,False,,,False,,
1763881011.985,kreo1,True,772,593,844,False,,,True,822,435
1763881012.020,kreo1,True,771,594,874,False,,,False,,
1763881012.052,kreo1,True,772,594,854,False,,,True,822,435
1763881012.084,kreo1,True,772,594,856,False,,,False,,
1763881011.958,kreo2,True,584,366,410,False,,,True,500,448
1763881012.117,kreo1,True,772,594,856,False,,,True,822,435
1763881012.149,kreo1,True,772,594,868,False,,,False,,
1763881012.180,kreo1,True,772,594,862,False,,,True,821,435
1763881012.212,kreo1,True,772,594,864,False,,,False,,
1763881012.125,kreo2,True,584,366,368,False,,,True,500,448
1763881012.248,kreo1,True,771,593,870,False,,,True,821,435
1763881012.279,kreo1,True,771,594,880,False,,,False,,
1763881012.311,kreo1,True,771,594,872,False,,,False,,
1763881012.339,kreo1,True,771,594,890,False,,,True,821,435
1763881012.369,kreo1,True,772,594,862,False,,,True,821,435
1763881012.265,kreo2,True,584,366,396,False,,,False,,
1763881012.399,kreo1,True,771,594,882,False,,,True,821,435
1763881012.409,kreo2,True,586,366,354,False,,,True,500,448
1763881012.440,kreo2,True,587,365,290,False,,,True,500,448
1763881012.478,kreo2,True,586,366,350,False,,,True,500,448
1763881012.516,kreo2,True,584,366,384,False,,,True,500,448
1763881012.546,kreo2,True,587,365,300,False,,,True,500,448
1763881012.573,kreo2,True,587,366,334,True,423,460,True,500,448
1763881012.433,kreo1,True,772,594,856,False,,,True,821,435
1763881012.579,kreo1,True,771,594,882,False,,,True,821,435
1763881012.647,kreo1,True,771,594,888,False,,,False,,
1763881012.680,kreo1,True,772,594,856,False,,,False,,
1763881012.712,kreo1,True,772,594,866,False,,,False,,
1763881012.641,kreo2,True,587,366,316,False,,,True,500,448
1763881012.742,kreo1,True,772,594,856,False,,,False,,
1763881012.774,kreo2,True,584,366,372,False,,,True,500,448
1763881012.809,kreo2,True,586,366,362,False,,,True,500,448
1763881012.840,kreo2,True,587,365,298,False,,,True,500,448
1763881012.872,kreo2,True,584,366,366,True,423,460,True,500,448
1763881012.892,kreo2,True,587,366,316,False,,,True,500,448
1763881012.926,kreo2,True,587,365,284,False,,,True,500,448
1763881012.769,kreo1,True,772,594,848,False,,,False,,
1763881012.956,kreo2,True,585,365,298,False,,,True,500,448
1763881012.991,kreo2,True,588,366,284,True,423,460,False,,
1763881013.025,kreo2,True,587,365,294,False,,,True,500,448
1763881013.056,kreo2,True,584,366,386,False,,,True,500,448
1763881013.089,kreo2,True,584,365,344,False,,,False,,
1763881012.963,kreo1,True,772,594,852,False,,,True,821,435
1763881013.125,kreo2,True,587,365,312,False,,,True,500,448
1763881013.139,kreo1,True,772,594,862,False,,,False,,
1763881013.156,kreo2,True,586,366,334,False,,,True,500,448
1763881013.169,kreo1,True,772,594,860,False,,,False,,
1763881013.198,kreo1,True,771,594,882,False,,,True,822,435
1763881013.240,kreo1,True,771,594,876,False,,,False,,
1763881013.278,kreo1,True,772,594,852,False,,,False,,
1763881013.312,kreo1,True,772,595,834,False,,,False,,
1763881013.348,kreo1,True,772,594,862,False,,,False,,
1763881013.227,kreo2,True,586,366,364,False,,,True,500,448
1763881013.379,kreo1,True,772,594,860,False,,,False,,
1763881013.437,kreo1,True,771,594,880,False,,,False,,
1763881013.468,kreo1,True,772,594,844,False,,,True,821,435
1763881013.501,kreo1,True,771,594,886,False,,,False,,
1763881013.375,kreo2,True,587,366,314,False,,,True,500,448
1763881013.535,kreo1,True,771,594,888,False,,,True,821,435
1763881013.569,kreo1,True,772,595,828,False,,,True,821,435
1763881013.605,kreo1,True,772,594,852,False,,,True,822,435
1763881013.641,kreo1,True,772,593,836,False,,,False,,
1763881013.508,kreo2,True,586,366,348,False,,,True,500,448
1763881013.645,kreo2,True,587,366,296,False,,,True,500,448
1763881013.681,kreo2,True,587,366,330,True,423,460,True,500,448
1763881013.711,kreo2,True,586,366,344,True,423,460,True,500,448
1763881013.741,kreo2,True,584,366,356,False,,,True,500,448
1763881013.773,kreo2,True,587,366,284,False,,,True,500,448
1763881013.809,kreo2,True,586,366,346,False,,,True,500,448
1763881013.672,kreo1,True,772,594,872,False,,,True,822,435
1763881013.840,kreo2,True,587,365,282,False,,,False,,
1763881013.865,kreo1,True,772,595,834,False,,,True,821,435
1763881013.895,kreo1,True,771,594,888,False,,,False,,
1763881013.916,kreo1,True,772,594,870,False,,,False,,
1763881013.951,kreo1,True,772,594,864,False,,,True,821,435
1763881013.881,kreo2,True,587,366,324,False,,,True,500,448
1763881013.985,kreo1,True,772,593,850,False,,,True,821,435
1763881014.015,kreo2,True,585,366,374,False,,,True,500,448
1763881014.048,kreo2,True,587,366,268,False,,,True,500,448
1763881014.080,kreo2,True,583,365,314,False,,,True,500,448
1763881014.111,kreo2,True,584,366,404,False,,,True,500,448
1763881014.141,kreo2,True,587,366,306,False,,,True,500,448
1763881014.013,kreo1,True,772,594,866,False,,,True,821,435
1763881014.174,kreo2,True,584,366,380,False,,,True,500,448
1763881014.183,kreo1,True,772,594,864,False,,,False,,
1763881014.208,kreo2,True,587,366,340,False,,,True,500,448
1763881014.210,kreo1,True,772,594,858,False,,,True,821,435
1763881014.232,kreo1,True,772,594,852,False,,,False,,
1763881014.299,kreo1,True,771,594,888,False,,,False,,
1763881014.332,kreo1,True,771,594,886,False,,,False,,
1763881014.364,kreo1,True,772,594,862,False,,,False,,
1763881014.396,kreo1,True,771,594,870,False,,,True,822,435
1763881014.276,kreo2,True,584,366,370,True,423,460,True,500,448
1763881014.431,kreo1,True,772,594,866,False,,,True,822,435
1763881014.495,kreo1,True,772,593,842,False,,,False,,
1763881014.416,kreo2,True,584,366,394,False,,,True,500,448
1763881014.514,kreo1,True,772,594,870,False,,,True,821,435
1763881014.540,kreo2,True,587,366,268,False,,,True,500,448
1763881014.577,kreo2,True,586,365,314,False,,,True,500,448
1763881014.614,kreo2,True,584,366,390,False,,,True,500,448
1763881014.672,kreo2,True,587,366,330,False,,,False,,
1763881014.548,kreo1,True,771,594,882,False,,,False,,
1763881014.679,kreo1,True,772,594,866,False,,,True,821,435
1763881014.736,kreo1,True,772,594,856,False,,,False,,
1763881014.807,kreo1,True,771,593,860,False,,,True,822,435
1763881014.864,kreo1,True,772,594,868,False,,,False,,
1763881014.733,kreo2,True,587,366,314,False,,,True,500,448
1763881014.856,kreo2,True,587,366,338,False,,,True,500,448
1763881014.896,kreo2,True,587,366,298,False,,,True,500,448
1763881014.897,kreo1,True,771,594,874,False,,,True,821,435
1763881014.929,kreo2,True,584,366,380,False,,,True,500,448
1763881014.933,kreo1,True,772,594,856,False,,,True,821,435
1763881014.958,kreo2,True,584,366,386,False,,,True,500,448
1763881014.964,kreo1,True,772,595,824,False,,,False,,
1763881014.988,kreo2,True,587,366,310,False,,,True,500,448
1763881014.995,kreo1,True,772,594,862,False,,,True,821,435
1763881015.018,kreo1,True,772,595,830,False,,,False,,
1763881015.018,kreo2,True,584,366,384,True,422,460,False,,
1763881015.052,kreo1,True,772,594,860,False,,,False,,
1763881015.051,kreo2,True,587,366,306,False,,,True,500,448
1763881015.077,kreo2,True,587,366,340,False,,,True,501,448
1763881015.090,kreo2,True,587,366,314,False,,,True,500,448
1763881015.090,kreo1,True,772,594,858,False,,,False,,
1763881015.123,kreo1,True,771,594,874,False,,,False,,
1763881015.159,kreo2,True,586,365,328,False,,,True,500,448
1763881015.248,kreo1,True,772,594,864,False,,,False,,
1763881015.310,kreo1,True,771,594,884,False,,,True,822,434
1763881015.470,kreo1,True,772,594,862,False,,,False,,
1763881015.500,kreo1,True,772,594,856,False,,,False,,
1763881015.533,kreo1,True,771,594,882,False,,,False,,
1763881015.226,kreo2,True,587,365,282,False,,,True,500,448
1763881015.566,kreo1,True,772,594,866,False,,,True,822,435
1763881015.600,kreo1,True,771,593,868,False,,,True,821,435
1763881015.633,kreo1,True,772,594,862,False,,,False,,
1763881015.663,kreo1,True,772,594,870,False,,,False,,
1763881015.695,kreo1,True,771,594,884,False,,,True,821,435
1763881015.574,kreo2,True,586,366,324,False,,,True,500,448
1763881015.718,kreo2,True,587,366,330,False,,,True,500,448
1763881015.751,kreo2,True,587,365,286,False,,,True,500,448
1763881015.786,kreo2,True,587,366,320,False,,,True,500,448
1763881015.815,kreo2,True,584,366,408,False,,,True,500,448
1763881015.844,kreo2,True,587,366,316,True,423,460,True,500,448
1763881015.874,kreo2,True,587,366,324,False,,,True,500,448
1763881015.721,kreo1,True,772,594,856,False,,,False,,
1763881015.881,kreo1,True,772,594,862,False,,,False,,
1763881015.914,kreo1,True,771,594,880,False,,,False,,
1763881015.955,kreo1,True,772,594,866,False,,,True,821,435
1763881015.993,kreo1,True,771,594,884,False,,,False,,
1763881016.021,kreo1,True,772,594,862,False,,,False,,
1763881015.909,kreo2,True,586,365,332,False,,,True,501,448
1763881016.052,kreo1,True,772,594,858,False,,,True,821,435
1763881016.084,kreo1,True,771,594,880,False,,,True,821,435
1763881016.113,kreo1,True,772,595,824,False,,,False,,
1763881016.148,kreo1,True,772,594,858,False,,,False,,
1763881016.180,kreo1,True,772,594,860,False,,,False,,
1763881016.089,kreo2,True,587,365,294,False,,,True,500,448
1763881016.213,kreo1,True,772,594,858,False,,,True,821,435
1763881016.242,kreo2,True,587,366,302,False,,,True,500,448
1763881016.273,kreo2,True,586,366,344,False,,,False,,
1763881016.309,kreo2,True,584,366,414,False,,,True,500,448
1763881016.339,kreo2,True,587,365,302,False,,,True,500,448
