timestamp,camera,ball_detected,ball_x,ball_y,ball_area,tag4_detected,tag4_x,tag4_y,tag5_detected,tag5_x,tag5_y
1763882294.782,kreo1,True,772,594,884,False,,,False,,
1763882294.775,kreo2,True,584,366,362,False,,,False,,
1763882294.797,kreo1,True,772,594,874,False,,,False,,
1763882294.811,kreo2,True,587,366,338,False,,,False,,
1763882294.845,kreo2,True,588,366,288,False,,,False,,
1763882294.850,kreo1,True,772,594,878,False,,,False,,
1763882294.882,kreo1,True,772,594,876,False,,,False,,
1763882294.876,kreo2,True,584,366,406,False,,,False,,
1763882294.911,kreo2,True,586,366,344,False,,,False,,
1763882294.920,kreo1,True,772,594,864,False,,,False,,
1763882294.943,kreo2,True,587,366,298,False,,,False,,
1763882294.950,kreo1,True,772,594,870,False,,,False,,
1763882294.991,kreo2,True,587,366,280,False,,,False,,
1763882294.984,kreo1,True,771,594,896,False,,,False,,
1763882295.012,kreo2,True,585,367,388,False,,,False,,
1763882295.019,kreo1,True,771,594,888,False,,,False,,
1763882295.045,kreo2,True,587,366,306,False,,,False,,
1763882295.051,kreo1,True,771,594,890,False,,,False,,
1763882295.091,kreo2,True,587,366,304,False,,,False,,
1763882295.099,kreo1,True,771,594,900,False,,,False,,
1763882295.111,kreo2,True,587,367,388,False,,,False,,
1763882295.119,kreo1,True,772,594,864,False,,,False,,
1763882295.143,kreo2,True,587,366,290,False,,,False,,
1763882295.150,kreo1,True,772,594,878,False,,,False,,
1763882295.176,kreo2,True,584,366,384,False,,,False,,
1763882295.182,kreo1,True,771,594,896,False,,,False,,
1763882295.211,kreo2,True,585,366,360,False,,,False,,
1763882295.218,kreo1,True,772,594,856,False,,,False,,
1763882295.243,kreo2,True,587,366,290,False,,,False,,
1763882295.250,kreo1,True,771,594,892,False,,,False,,
1763882295.276,kreo2,True,587,366,334,False,,,False,,
1763882295.283,kreo1,True,771,594,886,False,,,False,,
1763882295.291,kreo2,True,584,366,350,False,,,False,,
1763882295.297,kreo1,True,772,594,874,False,,,False,,
1763882295.311,kreo2,True,586,366,354,False,,,False,,
1763882295.320,kreo1,True,771,594,888,False,,,False,,
1763882295.344,kreo2,True,587,366,300,False,,,False,,
1763882295.353,kreo1,True,772,594,878,False,,,False,,
1763882295.393,kreo2,True,587,366,280,False,,,False,,
1763882295.398,kreo1,True,771,594,900,False,,,False,,
1763882295.411,kreo2,True,586,366,354,False,,,False,,
1763882295.419,kreo1,True,772,594,858,False,,,False,,
1763882295.444,kreo2,True,587,366,282,False,,,False,,
1763882295.450,kreo1,True,772,594,878,False,,,False,,
1763882295.476,kreo2,True,587,366,330,False,,,False,,
1763882295.483,kreo1,True,772,594,878,False,,,False,,
1763882295.513,kreo2,True,584,367,384,False,,,False,,
1763882295.518,kreo1,True,771,594,886,False,,,False,,
1763882295.543,kreo2,True,584,366,366,False,,,False,,
1763882295.551,kreo1,True,772,594,886,False,,,False,,
1763882295.575,kreo2,True,584,367,412,False,,,False,,
1763882295.582,kreo1,True,771,594,882,False,,,False,,
1763882295.611,kreo2,True,587,366,336,False,,,False,,
1763882295.599,kreo1,True,772,594,878,False,,,False,,
1763882295.643,kreo2,True,584,366,350,False,,,False,,
1763882295.650,kreo1,True,772,594,890,False,,,False,,
1763882295.676,kreo2,True,584,366,398,False,,,False,,
1763882295.682,kreo1,True,772,594,866,False,,,False,,
1763882295.692,kreo2,True,587,367,324,False,,,False,,
1763882295.699,kreo1,True,771,594,884,False,,,False,,
1763882295.712,kreo2,True,584,366,370,False,,,False,,
1763882295.751,kreo1,True,772,594,884,False,,,False,,
1763882295.744,kreo2,True,587,366,308,False,,,False,,
1763882295.783,kreo1,True,772,594,862,False,,,False,,
1763882295.793,kreo2,True,587,366,306,False,,,False,,
1763882295.798,kreo1,True,771,594,898,False,,,False,,
1763882295.811,kreo2,True,584,366,382,False,,,False,,
1763882295.818,kreo1,True,771,594,898,False,,,False,,
1763882295.843,kreo2,True,587,366,310,False,,,False,,
1763882295.850,kreo1,True,772,594,864,False,,,False,,
1763882295.891,kreo2,True,587,366,298,False,,,False,,
1763882295.898,kreo1,True,772,594,882,False,,,False,,
1763882295.912,kreo2,True,587,366,326,False,,,False,,
1763882295.919,kreo1,True,772,594,862,False,,,False,,
1763882295.946,kreo2,True,584,366,360,False,,,False,,
1763882295.952,kreo1,True,771,594,906,False,,,False,,
1763882295.992,kreo2,True,587,366,308,False,,,False,,
1763882295.985,kreo1,True,772,594,872,False,,,False,,
1763882296.011,kreo2,True,587,366,340,False,,,False,,
1763882296.020,kreo1,True,772,594,870,False,,,False,,
1763882296.044,kreo2,True,587,367,300,False,,,False,,
1763882296.050,kreo1,True,771,594,908,False,,,False,,
1763882296.076,kreo2,True,586,366,354,False,,,False,,
1763882296.083,kreo1,True,772,594,872,False,,,False,,
1763882296.112,kreo2,True,586,366,354,False,,,False,,
1763882296.118,kreo1,True,772,594,858,False,,,False,,
1763882296.145,kreo2,True,587,367,310,False,,,False,,
1763882296.150,kreo1,True,771,594,892,False,,,False,,
1763882296.177,kreo2,True,584,366,402,False,,,False,,
1763882296.199,kreo1,True,771,594,900,False,,,False,,
1763882296.191,kreo2,True,588,366,286,False,,,False,,
1763882296.220,kreo1,True,772,594,866,False,,,False,,
1763882296.244,kreo2,True,586,366,338,False,,,False,,
1763882296.251,kreo1,True,771,594,902,False,,,False,,
1763882296.275,kreo2,True,584,366,380,False,,,False,,
1763882296.283,kreo1,True,772,594,870,False,,,False,,
1763882296.312,kreo2,True,584,366,392,False,,,False,,
1763882296.300,kreo1,True,772,594,864,False,,,False,,
1763882296.345,kreo2,True,584,366,334,False,,,False,,
1763882296.336,kreo1,True,772,594,860,False,,,False,,
1763882296.376,kreo2,True,587,367,356,False,,,False,,
1763882296.382,kreo1,True,772,594,856,False,,,False,,
1763882296.413,kreo2,True,584,366,382,False,,,False,,
1763882296.419,kreo1,True,772,594,870,False,,,False,,
1763882296.444,kreo2,True,586,367,306,False,,,False,,
1763882296.454,kreo1,True,772,594,866,False,,,False,,
1763882296.475,kreo2,True,587,367,352,False,,,False,,
1763882296.482,kreo1,True,772,594,876,False,,,False,,
1763882296.511,kreo2,True,587,367,352,False,,,False,,
1763882296.499,kreo1,True,771,594,906,False,,,False,,
1763882296.543,kreo2,True,588,366,254,False,,,False,,
1763882296.550,kreo1,True,771,594,884,False,,,False,,
1763882296.576,kreo2,True,587,366,320,False,,,False,,
1763882296.582,kreo1,True,772,594,872,False,,,False,,
1763882296.591,kreo2,True,587,366,290,False,,,False,,
1763882296.619,kreo1,True,772,594,868,False,,,False,,
1763882296.611,kreo2,True,587,366,340,False,,,False,,
1763882296.651,kreo1,True,772,594,872,False,,,False,,
1763882296.645,kreo2,True,587,366,292,False,,,False,,
1763882296.684,kreo1,True,771,594,896,False,,,False,,
1763882296.692,kreo2,True,587,367,336,False,,,False,,
1763882296.718,kreo1,True,771,594,898,False,,,False,,
1763882296.711,kreo2,True,584,366,394,False,,,False,,
1763882296.750,kreo1,True,771,594,902,False,,,False,,
1763882296.744,kreo2,True,584,366,368,False,,,False,,
1763882296.783,kreo1,True,771,594,890,False,,,False,,
1763882296.776,kreo2,True,584,366,390,False,,,False,,
1763882296.802,kreo1,True,771,594,890,False,,,False,,
1763882296.811,kreo2,True,587,366,310,False,,,False,,
1763882296.844,kreo2,True,587,367,328,False,,,False,,
1763882296.835,kreo1,True,772,594,874,False,,,False,,
1763882296.866,kreo1,True,772,595,848,False,,,False,,
1763882296.875,kreo2,True,584,367,430,False,,,False,,
1763882296.893,kreo2,True,587,366,284,False,,,False,,
1763882296.898,kreo1,True,772,594,880,False,,,False,,
1763882296.911,kreo2,True,586,367,368,False,,,False,,
1763882296.921,kreo1,True,772,594,872,False,,,False,,
1763882296.943,kreo2,True,587,366,292,False,,,False,,
1763882296.951,kreo1,True,772,594,856,False,,,False,,
1763882296.994,kreo2,True,584,367,366,False,,,False,,
1763882297.000,kreo1,True,772,594,880,False,,,False,,
1763882297.028,kreo2,True,587,366,312,False,,,False,,
1763882297.051,kreo1,True,771,594,910,False,,,False,,
1763882297.060,kreo2,True,584,366,382,False,,,False,,
1763882297.084,kreo1,True,772,594,870,False,,,False,,
1763882297.092,kreo2,True,587,366,306,False,,,False,,
1763882297.120,kreo1,True,772,594,864,False,,,False,,
1763882297.112,kreo2,True,587,367,356,False,,,False,,
1763882297.143,kreo2,True,587,367,324,False,,,False,,
1763882297.150,kreo1,True,771,594,898,False,,,False,,
1763882297.176,kreo2,True,584,366,392,False,,,False,,
1763882297.182,kreo1,True,771,594,898,False,,,False,,
1763882297.211,kreo2,True,583,366,388,False,,,False,,
1763882297.217,kreo1,True,772,593,848,False,,,False,,
1763882297.243,kreo2,True,587,366,312,False,,,False,,
1763882297.250,kreo1,True,771,594,906,False,,,False,,
1763882297.276,kreo2,True,587,366,336,False,,,False,,
1763882297.282,kreo1,True,771,594,894,False,,,False,,
1763882297.291,kreo2,True,588,366,268,False,,,False,,
1763882297.299,kreo1,True,772,594,884,False,,,False,,
1763882297.312,kreo2,True,587,366,306,False,,,False,,
1763882297.318,kreo1,True,772,594,866,False,,,False,,
1763882297.343,kreo2,True,584,367,382,False,,,False,,
1763882297.351,kreo1,True,771,594,902,False,,,False,,
1763882297.393,kreo2,True,587,366,296,False,,,False,,
1763882297.399,kreo1,True,771,594,900,False,,,False,,
1763882297.411,kreo2,True,585,366,354,False,,,False,,
1763882297.419,kreo1,True,771,594,904,False,,,False,,
1763882297.443,kreo2,True,587,366,290,False,,,False,,
1763882297.451,kreo1,True,772,594,888,False,,,False,,
1763882297.491,kreo2,True,587,366,282,False,,,False,,
1763882297.484,kreo1,True,772,594,868,False,,,False,,
1763882297.513,kreo2,True,584,366,382,False,,,False,,
1763882297.519,kreo1,True,772,594,874,False,,,False,,
1763882297.544,kreo2,True,587,366,312,False,,,False,,
1763882297.551,kreo1,True,772,594,884,False,,,False,,
1763882297.593,kreo2,True,584,366,368,False,,,False,,
1763882297.585,kreo1,True,772,594,870,False,,,False,,
1763882297.611,kreo2,True,587,367,348,False,,,False,,
1763882297.620,kreo1,True,772,594,876,False,,,False,,
1763882297.643,kreo2,True,584,366,362,False,,,False,,
1763882297.650,kreo1,True,771,594,906,False,,,False,,
1763882297.676,kreo2,True,587,367,346,False,,,False,,
1763882297.700,kreo1,True,772,594,870,False,,,False,,
1763882297.693,kreo2,True,587,367,332,False,,,False,,
1763882297.735,kreo1,True,772,594,864,False,,,False,,
1763882297.760,kreo2,True,584,366,390,False,,,False,,
1763882297.784,kreo1,True,772,594,876,False,,,False,,
1763882297.792,kreo2,True,587,366,308,False,,,False,,
1763882297.819,kreo1,True,772,594,872,False,,,False,,
1763882297.812,kreo2,True,587,367,352,False,,,False,,
1763882297.851,kreo1,True,772,594,874,False,,,False,,
1763882297.843,kreo2,True,587,366,304,False,,,False,,
1763882297.875,kreo2,True,584,366,396,False,,,False,,
1763882297.882,kreo1,True,771,594,900,False,,,False,,
1763882297.894,kreo2,True,588,366,286,False,,,False,,
1763882297.899,kreo1,True,771,594,902,False,,,False,,
1763882297.929,kreo2,True,584,367,418,False,,,False,,
1763882297.950,kreo1,True,771,593,878,False,,,False,,
1763882297.960,kreo2,True,587,366,308,False,,,False,,
1763882297.982,kreo1,True,772,594,874,False,,,False,,
1763882297.991,kreo2,True,588,366,250,False,,,False,,
1763882298.018,kreo1,True,772,594,856,False,,,False,,
1763882298.012,kreo2,True,586,367,360,False,,,False,,
1763882298.051,kreo1,True,772,594,872,False,,,False,,
1763882298.044,kreo2,True,584,366,366,False,,,False,,
1763882298.084,kreo1,True,772,594,850,False,,,False,,
1763882298.092,kreo2,True,587,366,314,False,,,False,,
1763882298.119,kreo1,True,771,594,880,False,,,False,,
1763882298.112,kreo2,True,587,366,294,False,,,False,,
1763882298.150,kreo1,True,771,594,902,False,,,False,,
1763882298.144,kreo2,True,587,366,292,False,,,False,,
1763882298.175,kreo2,True,584,366,368,False,,,False,,
1763882298.182,kreo1,True,772,594,874,False,,,False,,
1763882298.212,kreo2,True,584,367,368,False,,,False,,
1763882298.201,kreo1,True,771,594,904,False,,,False,,
1763882298.244,kreo2,True,584,367,366,False,,,False,,
1763882298.236,kreo1,True,772,594,878,False,,,False,,
1763882298.291,kreo2,True,587,366,314,False,,,False,,
1763882298.283,kreo1,True,772,594,858,False,,,False,,
1763882298.312,kreo2,True,587,366,310,False,,,False,,
1763882298.319,kreo1,True,771,594,886,False,,,False,,
1763882298.344,kreo2,True,587,366,282,False,,,False,,
1763882298.350,kreo1,True,771,594,898,False,,,False,,
1763882298.376,kreo2,True,584,366,380,False,,,False,,
1763882298.382,kreo1,True,771,594,892,False,,,False,,
1763882298.411,kreo2,True,587,366,308,False,,,False,,
1763882298.418,kreo1,True,772,594,872,False,,,False,,
1763882298.445,kreo2,True,584,367,382,False,,,False,,
1763882298.451,kreo1,True,771,594,896,False,,,False,,
1763882298.491,kreo2,True,587,366,276,False,,,False,,
1763882298.484,kreo1,True,771,594,904,False,,,False,,
1763882298.514,kreo2,True,587,366,324,False,,,False,,
1763882298.519,kreo1,True,771,594,908,False,,,False,,
1763882298.543,kreo2,True,584,366,366,False,,,False,,
1763882298.552,kreo1,True,771,594,896,False,,,False,,
