timestamp,camera,ball_detected,ball_x,ball_y,ball_area,tag4_detected,tag4_x,tag4_y,tag5_detected,tag5_x,tag5_y
1763881781.204,kreo2,True,584,366,362,False,,,False,,
1763881781.236,kreo2,True,586,367,346,True,422,461,False,,
1763881781.270,kreo2,True,584,366,400,False,,,False,,
1763881781.304,kreo2,True,587,366,302,False,,,True,500,449
1763881781.337,kreo2,True,587,366,320,True,422,461,False,,
1763881781.210,kreo1,True,772,594,872,False,,,True,822,435
1763881781.369,kreo2,True,584,366,390,False,,,False,,
1763881781.404,kreo2,True,587,366,306,False,,,False,,
1763881781.447,kreo2,True,585,366,334,False,,,False,,
1763881781.363,kreo1,True,772,594,862,False,,,False,,
1763881781.462,kreo1,True,772,594,872,False,,,True,822,435
1763881781.528,kreo1,True,772,594,876,False,,,True,821,435
1763881781.573,kreo1,True,772,593,848,False,,,True,822,435
1763881781.633,kreo1,True,771,594,868,False,,,True,822,434
1763881781.472,kreo2,True,583,367,420,False,,,False,,
1763881781.692,kreo1,True,772,594,874,False,,,True,822,435
1763881781.738,kreo2,True,587,366,322,True,422,461,False,,
1763881781.774,kreo2,True,584,366,396,False,,,False,,
1763881781.810,kreo2,True,587,366,330,True,422,461,False,,
1763881781.871,kreo2,True,586,366,354,True,422,461,False,,
1763881781.734,kreo1,True,772,594,868,False,,,False,,
1763881781.884,kreo2,True,586,366,326,False,,,False,,
1763881781.954,kreo2,True,587,366,316,False,,,False,,
1763881781.988,kreo2,True,587,366,322,False,,,True,500,449
1763881781.945,kreo1,True,772,594,872,False,,,True,822,435
1763881782.018,kreo1,True,771,594,896,False,,,False,,
1763881782.044,kreo1,True,772,593,850,False,,,False,,
1763881782.145,kreo1,True,772,594,874,False,,,True,822,435
1763881782.244,kreo1,True,771,593,870,False,,,True,822,435
1763881782.026,kreo2,True,586,366,348,False,,,False,,
1763881782.279,kreo1,True,772,594,862,False,,,True,822,435
1763881782.316,kreo1,True,772,594,876,False,,,True,822,435
1763881782.365,kreo1,True,772,594,856,False,,,False,,
1763881782.401,kreo1,True,771,594,888,False,,,False,,
1763881782.254,kreo2,True,587,366,314,False,,,False,,
1763881782.429,kreo1,True,771,594,886,False,,,True,821,435
1763881782.495,kreo1,True,772,594,876,False,,,True,822,435
1763881782.539,kreo1,True,772,594,872,False,,,False,,
1763881782.569,kreo1,True,772,594,872,False,,,True,822,435
1763881782.491,kreo2,True,586,366,356,False,,,False,,
1763881782.667,kreo1,True,771,594,874,False,,,False,,
1763881782.687,kreo2,True,584,366,366,False,,,False,,
1763881782.723,kreo2,True,586,366,360,False,,,False,,
1763881782.856,kreo2,True,586,366,342,True,422,461,False,,
1763881782.892,kreo2,True,587,366,330,False,,,False,,
1763881782.695,kreo1,True,772,594,868,False,,,False,,
1763881782.896,kreo1,True,771,594,882,False,,,True,821,435
1763881782.932,kreo1,True,772,594,878,False,,,False,,
1763881782.995,kreo1,True,772,594,874,False,,,False,,
1763881783.028,kreo1,True,772,594,878,False,,,False,,
1763881782.936,kreo2,True,584,366,384,False,,,True,500,448
1763881783.064,kreo1,True,771,593,872,False,,,False,,
1763881783.098,kreo1,True,771,593,860,False,,,True,822,435
1763881783.130,kreo1,True,772,594,864,False,,,False,,
1763881783.193,kreo1,True,771,594,880,False,,,True,822,434
1763881783.096,kreo2,True,584,366,390,False,,,False,,
